Name,Customer_ID,Address,City,State,ZIP,Avg_Sale_Amount,Store_Number,Responded_to_Last_Catalog,Avg_Num_Products_Purchased,#_Years_as_Customer,Customer_Segment_Loyalty_Club_Only,Customer_Segment_Loyalty_Club_and_Credit_Card,Customer_Segment_Store_Mailing_List
G Massarotti,2523,257 Jackson St,Denver,CO,80206,231.82,105,No,1,6,0,0,1
Jean Clarke,2527,1685 Quince St,Denver,CO,80220,276.53,105,No,4,8,0,0,1
Sharon Wood,2529,2560 E 131st Ave,Thornton,CO,80241,220.12,103,Yes,1,5,0,0,1
Elena Fierro,2532,16042 E Hamilton Pl,Aurora,CO,80013,34.26,100,No,1,2,0,0,1
Leticia Alvarez,2533,2630 S Federal Blvd,Denver,CO,80219,56.15,101,No,1,4,0,0,1
Priscilla Pham,2534,1234 S Salida Way,Aurora,CO,80017,162.96,100,No,2,4,0,0,1
Kristen Morrow,2535,11805 E Canal Dr,Aurora,CO,80011,226.31,105,No,1,2,0,0,1
Rosa Avitia,2536,15941 E Exposition Dr,Aurora,CO,80017,261.5,104,No,1,4,0,0,1
Jamie Propp,2538,3627 Holly St,Denver,CO,80207,107.19,106,No,1,8,0,0,1
Amanda Wallace,2544,2430 Lewis St,Lakewood,CO,80215,201.4,106,No,2,6,0,0,1
Kay Turan,2553,15657 E Quincy Ln,Aurora,CO,80015,155.09,104,No,2,2,0,0,1
Florence Hess,2556,9840 E Evans Ave,Denver,CO,80247,125.74,105,No,1,5,0,0,1
Blasa Ruiz,2558,3320 S Oak Ct,Denver,CO,80227,103.69,107,No,2,6,0,0,1
Carol Ruddick,2560,7309 W Hampden Ave,Lakewood,CO,80227,269.67,106,No,2,4,0,0,1
Zaida Birkhofer,2562,3553 Yosemite St,Denver,CO,80238,42.93,105,No,1,5,0,0,1
Emily Mcgrath,2566,1858 Eureka Ln,Superior,CO,80027,20.68,103,No,1,7,0,0,1
Leah Thompson,2575,2803 Dharma Ave,Broomfield,CO,80020,66.14,108,No,1,2,0,0,1
Louann Macalalag,2585,2811 S Jay St,Denver,CO,80227,213.98,101,No,3,6,0,0,1
Stephanie Svendsen,2589,8300 Fairmount Dr,Denver,CO,80247,261.55,105,No,2,1,0,0,1
Karen Knezevich,2591,440 S Kline St,Lakewood,CO,80226,33.48,106,No,1,2,0,0,1
Diana Herron,2594,4325 Cambridge Ave,Broomfield,CO,80020,152.49,109,No,1,4,0,0,1
Margaret Waldram,2596,1068 S Evanston Way,Aurora,CO,80012,183.7,105,No,2,3,0,0,1
Peggy Matthies,2599,8282 Yukon Ct,Arvada,CO,80005,243.07,103,No,1,8,0,0,1
Lola Beadles,2601,16780 Rolling Hills Pl,Parker,CO,80134,63.2,102,No,1,5,0,0,1
Sharon Post,2602,2759 S Xavier St,Denver,CO,80236,236.77,106,Yes,1,3,0,0,1
Joanne Koch,2603,3650 S Federal Blvd,Englewood,CO,80110,222.61,101,Yes,1,7,0,0,1
Paulette Tomczak,2604,3770 Allison Ct,Wheat Ridge,CO,80033,129.57,108,No,1,5,0,0,1
Peggy Willis,2605,7854 W Mansfield Pkwy,Lakewood,CO,80235,119.96,107,No,1,5,0,0,1
Janna Wassberg,2606,3081 S Ursula Cir,Aurora,CO,80014,265.83,105,No,1,2,0,0,1
Deborah Chrisler,2607,1521 Grape St,Denver,CO,80220,173.36,100,No,1,2,0,0,1
Britany Montague,2608,1874 S Hoyt St,Lakewood,CO,80232,69.98,106,No,1,3,0,0,1
Helen Romero,2611,900 Wheeling St,Aurora,CO,80011,44.65,100,Yes,1,6,0,0,1
Lana Rogers,2612,121 Summit Blvd,Englewood,CO,80113,137.63,101,No,1,6,0,0,1
Cecilia Moriel,2613,4751 Williams St,Denver,CO,80216,68.47,100,No,1,8,0,0,1
Carolyn Dore,2614,450 Saint Paul St,Denver,CO,80206,37.85,100,No,1,7,0,0,1
Joyce Willson,2616,630 Osceola St,Denver,CO,80204,229.2,106,No,2,8,0,0,1
Samella Mosley,2621,7436 E Long Cir,Centennial,CO,80112,110.11,104,No,1,2,0,0,1
Bridgette Garrison,2628,4181 S Fraser Ct,Aurora,CO,80014,259.76,104,No,2,1,0,0,1
Syril Saunders,2632,5558 Quail Ct,Arvada,CO,80002,256.61,108,No,1,2,0,0,1
Clare Swanson,2634,3943 Newton St,Denver,CO,80211,94.12,106,No,1,2,0,0,1
Sharon Lackey,2647,4901 W 93rd Ave,Westminster,CO,80031,139.15,109,Yes,3,1,0,0,1
Valerie Ginsburg,2649,5796 W 74th Pl,Arvada,CO,80003,212.78,103,No,3,2,0,0,1
Michelle Daenzer,2653,6986 Jennie Dr,Denver,CO,80221,184.44,108,Yes,2,4,0,0,1
Natalie Pugliese,2658,2723 S Otis St,Denver,CO,80227,166.04,101,No,2,2,0,0,1
Leigh Wallner,2660,1314 Aspen St,Broomfield,CO,80020,59.6,109,No,1,1,0,0,1
Deborah Flores,2661,10111 Inverness Main St,Englewood,CO,80112,215.02,105,Yes,1,5,0,0,1
Esther Banuelos,2662,9497 W 89th Pl,Broomfield,CO,80021,7.7,103,No,1,4,0,0,1
Andi Lindemann,2663,1365 Corona St,Denver,CO,80218,137.62,100,Yes,1,7,0,0,1
Kimberly Crane,2664,408 Ivanhoe St,Denver,CO,80220,32.0,100,No,1,1,0,0,1
Connie Sutton,2672,6098 S Jamaica Ct,Englewood,CO,80111,51.88,100,No,1,6,0,0,1
Monica Montoya,2680,124 S Washington Ave,Louisville,CO,80027,153.96,109,No,1,4,0,0,1
Jean Vanhoutte,2681,8538 Vivian Ct,Arvada,CO,80005,210.44,103,Yes,3,8,0,0,1
Anne White,2683,1344 Franklin St,Denver,CO,80218,202.49,100,No,1,3,0,0,1
Lisa Walls,2687,860 W 132nd Ave,Denver,CO,80234,144.11,109,Yes,1,3,0,0,1
Connie Marx,2688,4121 W 134th Pl,Broomfield,CO,80020,185.4,109,No,1,7,0,0,1
Jessica Smith,2689,1409 Columbine St,Denver,CO,80206,250.31,101,No,1,3,0,0,1
Jodi Brice,2691,1811 S Quebec Way,Denver,CO,80231,23.98,106,No,1,6,0,0,1
Lucie Kiwimagi,2692,5305 Sheridan Blvd,Arvada,CO,80002,126.21,107,No,1,1,0,0,1
Jennie Guimont,2694,3511 Dexter St,Denver,CO,80207,209.08,107,No,1,5,0,0,1
Michelle Sandberg,2696,10120 E Carolina Dr,Denver,CO,80247,172.7,100,No,1,6,0,0,1
Robin Ricca,2698,3810 S Atchison Way,Aurora,CO,80014,219.74,104,No,3,1,0,0,1
Betty Jendusa,2701,1732 S Lafayette St,Denver,CO,80210,195.61,104,No,1,4,0,0,1
Candice Carson,2706,16131 E Belleview Dr,Centennial,CO,80015,186.42,104,No,1,7,0,0,1
Maria Solis,2708,1610 S Pitkin St,Aurora,CO,80017,276.63,102,No,3,3,0,0,1
Linda Vigil,2717,3691 W Wagon Trail Dr,Littleton,CO,80123,33.24,106,No,1,7,0,0,1
Virginia Mangan,2721,3300 S Washington St,Englewood,CO,80113,125.43,100,No,1,7,0,0,1
Teresa Widener,2727,4320 Teller St,Wheat Ridge,CO,80033,249.44,101,No,1,1,0,0,1
Karen King,2734,10151 E Idaho Pl,Denver,CO,80247,193.17,105,No,1,8,0,0,1
Arlegh Burke,2735,3747 S Yampa Way,Aurora,CO,80013,113.12,104,No,1,8,0,0,1
Aisha Drera,2736,8380 W 81st Dr,Arvada,CO,80005,19.21,103,No,1,8,0,0,1
Tracy Monroe,2738,11713 Elizabeth Cir,Thornton,CO,80233,22.69,103,No,1,2,0,0,1
Stephanie Donez,2740,2210 Marshall St,Edgewater,CO,80214,185.99,103,No,2,5,0,0,1
Kathryn Beaudry,2745,918 S Gaylord St,Denver,CO,80209,227.16,100,No,2,2,0,0,1
Eileen Cahill,2749,653 S Xenon Ct,Lakewood,CO,80228,145.15,106,Yes,2,5,0,0,1
Cicily Stephenson,2754,1003 Westview Ct,Lafayette,CO,80026,198.39,103,No,3,7,0,0,1
Antonia Youngwirth,2755,1723 Julian St,Denver,CO,80204,89.18,106,Yes,1,1,0,0,1
Helen Gross,2758,4783 W Tufts Cir,Denver,CO,80236,83.82,101,No,1,3,0,0,1
Anne Juenemann,2759,13660 E Center Ave,Aurora,CO,80012,72.75,100,No,1,6,0,0,1
Ina Yoh,2760,10412 Hyacinth St,Highlands Ranch,CO,80129,99.5,101,No,1,7,0,0,1
Danielle Moore,2761,2235 Garland St,Lakewood,CO,80215,234.18,108,Yes,1,4,0,0,1
Adriana Pando,2763,15943 E Lehigh Cir,Aurora,CO,80013,192.19,105,No,1,8,0,0,1
Ruth Johnson,2764,6900 E Evans Ave,Denver,CO,80224,216.04,100,No,1,1,0,0,1
Josefina Neimes,2765,2027 S Fundy Ct,Aurora,CO,80013,81.57,104,No,1,3,0,0,1
Nancy Fulsom,2767,2403 Chase St,Edgewater,CO,80214,195.57,107,No,1,4,0,0,1
Roozana Ritonga,2775,6435 E Tufts Ave,Englewood,CO,80111,254.76,101,No,1,8,0,0,1
Jacqueline Harvey,2776,2724 Galena St,Denver,CO,80238,271.71,100,No,2,2,0,0,1
Terri Steele,2780,1273 S Johnson Way,Lakewood,CO,80232,272.26,108,No,4,2,0,0,1
Ilene Bryce,2788,5765 W 5th Ave,Lakewood,CO,80226,77.32,106,Yes,1,6,0,0,1
Samantha Stallos,2790,24524 E Frost Dr,Aurora,CO,80016,116.47,102,No,1,5,0,0,1
Tracy Acosta,2804,10063 W 81st Ln,Arvada,CO,80005,6.5,103,No,1,8,0,0,1
Deborah Vangemert,2806,11739 E Powers Ave,Englewood,CO,80111,227.51,104,No,1,2,0,0,1
Kerri Ramirez,2807,18206 E Loyola Dr,Aurora,CO,80013,212.7,104,No,1,1,0,0,1
Andrea Jarvis,2808,6653 W Ida Pl,Littleton,CO,80123,61.91,101,No,1,2,0,0,1
Carolyn Edwards,2809,4800 W 31st Ave,Denver,CO,80212,91.44,106,Yes,1,4,0,0,1
Tammy Anckner,2812,881 Newark St,Aurora,CO,80010,233.02,100,No,2,3,0,0,1
Lois Miller,2813,7790 W 87th Dr,Arvada,CO,80005,256.69,103,No,3,5,0,0,1
Leslie Fiorini,2815,21701 Silver Meadow Ln,Parker,CO,80138,144.46,102,No,2,5,0,0,1
Kaaren Duran,2819,3190 W 76th Ave,Westminster,CO,80030,123.31,103,No,1,2,0,0,1
Tracey Dunlap,2822,3225 S Ventura Way,Aurora,CO,80013,174.36,104,No,2,8,0,0,1
Robin Wise,2823,9454 W 89th Cir,Broomfield,CO,80021,182.75,103,Yes,1,2,0,0,1
Cindy Sutton,2827,18750 E Berry Dr,Aurora,CO,80015,180.42,105,No,2,2,0,0,1
Carla Steele,2828,960 S Dawson Way,Aurora,CO,80012,204.94,100,No,3,2,0,0,1
Nancy Piel,2830,3286 S Helena St,Aurora,CO,80013,59.4,105,No,1,2,0,0,1
Niloufeer Milsap,2831,1501 S Buckley Way,Aurora,CO,80017,191.12,102,No,3,5,0,0,1
Leticia Mueller,2835,18929 E Warren Dr,Aurora,CO,80013,191.14,104,No,2,4,0,0,1
Rb Grips,2838,2998 E Weaver Ave,Centennial,CO,80121,96.75,106,No,1,7,0,0,1
Lorraine Ernst,2851,1721 Biscay St,Aurora,CO,80011,277.13,105,No,2,1,0,0,1
Debby Prickett,2853,4795 S Anaheim Ct,Aurora,CO,80015,88.43,104,No,2,5,0,0,1
Jill Leistikow,2862,451 W 114th Pl,Northglenn,CO,80234,177.94,109,No,1,2,0,0,1
Mary Livesay,2864,2652 S Field St,Lakewood,CO,80227,224.16,101,No,1,3,0,0,1
Patricia Coffman,2866,2636 S Danube Way,Aurora,CO,80013,204.11,102,No,1,8,0,0,1
Linda Green,2871,3223 White Oak St,Highlands Ranch,CO,80129,110.7,101,No,1,2,0,0,1
Claudette Iacino,2876,2713 S Paris Pl,Aurora,CO,80014,247.07,104,No,4,1,0,0,1
Jolene Taylor,2881,8140 Washington St,Denver,CO,80229,14.75,103,No,1,2,0,0,1
Paula Cleveland,2883,14470 E 13th Ave,Aurora,CO,80011,242.04,105,No,3,5,0,0,1
Natalie Fleischmann,2886,19018 E Ithaca Dr,Aurora,CO,80013,224.77,104,No,3,3,0,0,1
Nancy Harvey,2887,8655 Yank Ct,Arvada,CO,80005,153.29,108,Yes,1,7,0,0,1
Rachelle Camarena,2892,11547 Depew Way,Westminster,CO,80020,227.06,109,No,1,7,0,0,1
Nicole Fennessy,2901,17102 E Ford Dr,Aurora,CO,80017,125.83,104,Yes,1,2,0,0,1
Jennifer Taber,2907,13484 E Asbury Dr,Aurora,CO,80014,129.19,100,No,2,5,0,0,1
Tori Olson,2917,15008 E Carolina Pl,Aurora,CO,80012,168.16,104,No,2,7,0,0,1
Haley Gibbons,2918,4300 Vrain St,Denver,CO,80212,233.91,107,No,2,1,0,0,1
Karen Miller,2919,4045 S Elati St,Englewood,CO,80110,232.17,101,No,1,6,0,0,1
Nicole Ford,2922,2200 E Eastman Ave,Englewood,CO,80113,152.29,101,No,2,5,0,0,1
Carol Thompson,2923,10722 W 84th Pl,Arvada,CO,80005,275.69,103,No,3,8,0,0,1
Brianne Fite,2930,17520 E Kenyon Dr,Aurora,CO,80013,18.54,104,No,1,1,0,0,1
H Mack,2932,5387 Newcombe St,Arvada,CO,80002,237.87,108,No,1,8,0,0,1
Barbara Monaghan,2933,2769 Big Dry Creek Dr,Broomfield,CO,80020,129.22,103,No,1,7,0,0,1
Tess Gallegos,2934,4500 S Monaco St,Denver,CO,80237,114.31,104,No,1,4,0,0,1
Linda Bloomquist,2935,6505 Grandview Ave,Arvada,CO,80002,102.92,103,No,1,4,0,0,1
Jane Montgomery,2936,4320 Utica St,Denver,CO,80212,9.06,107,No,1,4,0,0,1
Terese Madrill,2937,4316 Josephine St,Denver,CO,80216,4.91,103,No,1,8,0,0,1
Eleanor Chandler,2938,6414 Wright St,Arvada,CO,80004,86.94,108,No,1,7,0,0,1
Crystal Maldonado,2939,8501 E Alameda Ave,Denver,CO,80230,152.34,100,Yes,1,2,0,0,1
Margarete Mceahern,2940,11145 Ralston Rd,Arvada,CO,80004,52.69,108,No,1,4,0,0,1
Mimi Guetz,2941,7750 S Fenton St,Littleton,CO,80128,249.32,101,No,1,2,0,0,1
Alarid Santore,2942,12645 W 66th Cir,Arvada,CO,80004,46.19,108,No,1,7,0,0,1
Galina Kotlyar,2944,6885 E Briarwood Dr,Centennial,CO,80112,181.94,101,No,1,5,0,0,1
Erin Underwood,2945,3202 Cimarron Pl,Superior,CO,80027,213.27,109,No,4,6,0,0,1
Victoria Garnica,2948,9601 E Chenango Ave,Greenwood Village,CO,80111,248.59,105,No,3,8,0,0,1
Stephanie Bennetts,2955,1165 Oakhurst Dr,Broomfield,CO,80020,222.61,109,No,3,4,0,0,1
Brenda Balderas,2966,12127 Applewood Ct,Broomfield,CO,80020,197.55,109,No,3,8,0,0,1
Andrea Downey,2970,3808 S Golden Ct,Denver,CO,80235,254.52,107,No,2,8,0,0,1
Jessica Ellis,2972,2270 Cleo St,Denver,CO,80229,91.83,108,No,2,1,0,0,1
Robin Pringle,2974,22024 E Hinsdale Ave,Aurora,CO,80016,242.82,102,No,1,4,0,0,1
Jennifer Collins,2976,8050 Stuart St,Westminster,CO,80031,208.28,103,No,3,6,0,0,1
Brooke Davidsen,2983,12645 Yates St,Broomfield,CO,80020,238.77,109,No,1,3,0,0,1
Angelina Seela,2985,6507 S Ammons Ct,Littleton,CO,80123,268.4,101,No,1,5,0,0,1
Lisa Labriola,2989,6545 Newton St,Arvada,CO,80003,260.31,100,No,1,2,0,0,1
Amy Cook,2994,20433 E Girard Dr,Aurora,CO,80013,252.69,102,No,2,5,0,0,1
Eleanor Tochihara,2996,15590 Pensacola Pl,Denver,CO,80239,141.55,105,No,1,5,0,0,1
Melissa Hanson,2998,17011 Bennett Dr,Parker,CO,80134,180.49,102,No,3,2,0,0,1
Marilyn Dalton,3009,6775 W 19th Pl,Lakewood,CO,80214,187.77,106,No,3,5,0,0,1
Eugenia Perez,3013,1970 S Wolff St,Denver,CO,80219,233.39,101,No,2,4,0,0,1
Brandie Hopek,3018,3901 Morrison Rd,Denver,CO,80219,211.99,106,No,1,4,0,0,1
Dee Andrus,3019,9335 E Center Ave,Denver,CO,80247,75.24,100,Yes,1,6,0,0,1
Mary From,3023,9946 Orangewood Dr,Thornton,CO,80260,65.68,108,No,1,5,0,0,1
Henrietta Scheer,3027,3510 Marshall St,Wheat Ridge,CO,80033,90.8,108,No,1,8,0,0,1
Joann Bauer,3029,7850 Alkire St,Arvada,CO,80005,155.73,108,No,2,6,0,0,1
Michelle Rocke,3034,7653 Parfet Ct,Arvada,CO,80005,193.14,108,No,1,4,0,0,1
Lynise Bryant,3035,320 S Ames St,Lakewood,CO,80226,271.15,101,No,3,5,0,0,1
Linda Mascarenas,3044,5000 Bryant St,Denver,CO,80221,272.86,107,No,2,3,0,0,1
Virginia Sawatzke,3049,2080 Fenton St,Edgewater,CO,80214,56.89,107,No,1,3,0,0,1
Claudia Rofman,3050,957 Navajo St,Denver,CO,80204,99.34,105,No,1,4,0,0,1
Vicky Dunn,3054,6045 S Parfet St,Littleton,CO,80127,227.96,106,Yes,1,2,0,0,1
Rikki Schamp,3055,11742 Zenobia Loop,Westminster,CO,80031,12.6,108,No,1,3,0,0,1
Tamara Young,3057,850 Newark St,Aurora,CO,80010,152.9,100,Yes,1,3,0,0,1
Dance Laubhan,3058,3650 S Federal Blvd,Englewood,CO,80110,169.51,106,No,1,6,0,0,1
Janet Bugaighis,3068,5995 W Hampden Ave,Denver,CO,80227,69.11,101,No,2,8,0,0,1
Sharon Sandera,3071,10940 Stuart Ct,Westminster,CO,80031,50.72,108,No,1,6,0,0,1
Barbara Shuman,3072,3724 S Walden Way,Aurora,CO,80013,208.1,104,No,3,1,0,0,1
Jermoe Mueller,3089,11054 W 54th Ln,Arvada,CO,80002,222.09,108,No,2,1,0,0,1
Stephanie Urban,3091,6558 Lewis St,Arvada,CO,80004,241.26,106,No,1,1,0,0,1
H Crosby,3095,4629 S Kalispell Way,Aurora,CO,80015,131.78,104,No,2,1,0,0,1
Judith Long,3100,19106 E Stanford Dr,Aurora,CO,80015,171.39,104,No,3,7,0,0,1
Jean Morgan,3101,1508 S Gray St,Lakewood,CO,80232,177.24,107,No,1,6,0,0,1
Ganell Israel,3104,9012 Vance St,Broomfield,CO,80021,238.18,103,No,1,1,0,0,1
Dian Mitev,3105,12482 Maria Cir,Broomfield,CO,80020,231.98,108,No,3,2,0,0,1
Carla Stonbraker,3109,8711 Dover Ct,Arvada,CO,80005,195.61,103,No,3,1,0,0,1
Sviatlana Skuratovich,3110,12652 Tomahawk Rd,Parker,CO,80138,188.28,102,No,1,2,0,0,1
Nicole Nago,3112,8279 W Laurel Pl,Littleton,CO,80128,277.43,106,No,4,6,0,0,1
Tonia Mosley,3114,11943 W Stanford Dr,Morrison,CO,80465,238.24,101,No,1,2,0,0,1
H Naitaqi,3116,6275 W Jefferson Ave,Denver,CO,80235,257.66,101,No,4,3,0,0,1
Deborah Haring,3118,8237 S Jasmine Ct,Centennial,CO,80112,261.34,100,No,4,7,0,0,1
Lynn Pacheco,3125,880 Victor St,Aurora,CO,80011,193.41,105,No,2,4,0,0,1
Evelyn Mccoy,3126,19135 E Milan Cir,Aurora,CO,80013,215.41,104,No,2,1,0,0,1
Penny Rench,3135,8731 W 79th Ave,Arvada,CO,80005,123.54,107,No,1,6,0,0,1
Aline Bruggeman,3138,5273 E Mineral Ln,Centennial,CO,80122,12.83,101,No,1,7,0,0,1
Audrey Thompson,3142,2101 W Caley Ave,Littleton,CO,80120,79.86,101,No,2,6,0,0,1
Janette Beals,3143,2181 S Trenton Way,Denver,CO,80231,239.94,105,No,1,5,0,0,1
Suzanne Obrien,3153,8204 Sheridan Blvd,Arvada,CO,80003,123.3,106,No,3,5,0,0,1
Debby Cuccio,3157,12237 W New Mexico Pl,Lakewood,CO,80228,173.72,101,No,2,4,0,0,1
Phyllis Walker,3160,14531 E Radcliff Dr,Aurora,CO,80015,75.46,104,No,1,1,0,0,1
Lalande Mcmillan,3163,475 Zenobia St,Denver,CO,80204,256.04,101,No,4,1,0,0,1
Brittany Braddy,3169,3725 W 110th Ave,Westminster,CO,80031,234.86,103,No,3,7,0,0,1
Krista Nelson,3170,1036 S Leyden St,Denver,CO,80224,96.31,100,No,1,7,0,0,1
Mary White,3173,8400 Gray St,Arvada,CO,80003,211.28,103,No,1,7,0,0,1
Merry Greer,3174,905 Claire Ln,Northglenn,CO,80234,33.65,107,No,1,7,0,0,1
Aja Shadley,3181,4745 Field St,Wheat Ridge,CO,80033,243.25,108,Yes,2,1,0,0,1
Elizabeth Potts,3183,3625 Shoshone St,Denver,CO,80211,131.2,106,No,3,5,0,0,1
Priscilla Aragon,3184,10372 W 59th Ave,Arvada,CO,80004,236.84,108,No,2,4,0,0,1
Kathryn Wiley,3190,12203 W 2nd Pl,Lakewood,CO,80228,73.77,107,No,1,6,0,0,1
Brenda Martinez,3198,6103 Cole Ln,Arvada,CO,80004,140.67,108,No,1,2,0,0,1
Jennifer Parrish,3205,12628 W Virginia Ave,Lakewood,CO,80228,180.62,106,Yes,1,8,0,0,1
Aldaba Guillermo,3211,17487 E Rice Cir,Aurora,CO,80015,165.99,102,No,3,3,0,0,1
Menglu Lu,3213,3100 S Lowell Blvd,Denver,CO,80236,170.26,101,Yes,2,1,0,0,1
Mary Dardano,3220,1060 Jade St,Broomfield,CO,80020,248.77,109,No,1,3,0,0,1
Lindsay Edsell,3221,2510 Jellison St,Lakewood,CO,80215,253.45,106,No,3,4,0,0,1
Frances Aguilar,3222,12642 Flagg Dr,Lafayette,CO,80026,143.48,103,No,3,1,0,0,1
Ut Luu,3238,4678 S Flanders Way,Centennial,CO,80015,177.44,104,No,2,3,0,0,1
Julie Hannah,3241,3336 W 46th Ave,Denver,CO,80211,249.7,107,No,2,3,0,0,1
Borsha Lowery,3243,11388 Eaton Way,Westminster,CO,80020,175.77,108,No,1,2,0,0,1
Connie Zamora,3245,3697 S Depew St,Denver,CO,80235,106.13,106,No,1,1,0,0,1
Debbie Schmaljohn,3246,9029 E Mississippi Ave,Denver,CO,80247,231.39,100,No,1,7,0,0,1
Denell Portugal,3247,2509 Xanthia St,Denver,CO,80238,40.78,107,No,1,6,0,0,1
Lori Bates,3250,806 S Vance St,Lakewood,CO,80226,192.83,106,No,1,8,0,0,1
Mary Whitefield,3254,838 S Vance St,Lakewood,CO,80226,226.99,106,No,3,4,0,0,1
Sonia Webers,3255,1108 S Carson Ct,Aurora,CO,80012,157.91,105,No,2,7,0,0,1
Audette Robben,3259,4476 S Jebel Ln,Centennial,CO,80015,168.74,104,No,1,8,0,0,1
Karen Muth,3264,1099 Syracuse Ct,Denver,CO,80230,54.0,106,No,1,4,0,0,1
Tashanna Finning,3265,19095 E Chenango Cir,Aurora,CO,80015,254.84,104,No,4,7,0,0,1
Susan Gerster,3267,8501 E Alameda Ave,Denver,CO,80230,60.92,100,No,1,6,0,0,1
Rachael Brown,3268,4120 S Zephyr Ct,Lakewood,CO,80235,211.82,101,No,1,2,0,0,1
Denise Henasey,3269,1310 S Fenton St,Lakewood,CO,80232,149.0,108,Yes,1,6,0,0,1
Mary Plume,3270,5775 W Dartmouth Ave,Denver,CO,80227,66.07,106,No,1,3,0,0,1
Allison Villarreal,3277,5797 S Laredo Ct,Centennial,CO,80015,142.72,104,No,1,4,0,0,1
Lenora Anderson,3282,3277 W Gill Pl,Denver,CO,80219,166.66,100,No,2,3,0,0,1
Margie Moore,3288,1939 Emerson St,Denver,CO,80218,218.02,108,Yes,1,2,0,0,1
Gloria Villela,3290,1263 S Flower Cir,Lakewood,CO,80232,93.81,106,No,1,2,0,0,1
Stephanie Eastwood,3291,799 Dahlia St,Denver,CO,80220,59.36,105,Yes,1,1,0,0,1
Julie Woodfin,3292,3332 Eliot St,Denver,CO,80211,203.38,101,No,1,7,0,0,1
Cristiana Iskhakbayev,3293,16590 E Prentice Cir,Centennial,CO,80015,257.0,104,No,1,8,0,0,1
Joan Siler,3294,525 Kendall Ct,Lakewood,CO,80226,249.96,106,No,1,6,0,0,1
Joanne Popovich,3296,665 Alter St,Broomfield,CO,80020,111.24,103,No,1,4,0,0,1
Melissa Uballe,3297,4658 Hyland Greens Pl,Westminster,CO,80031,195.07,103,No,1,1,0,0,1
Katie Williams,3300,6030 E Dartmouth Ave,Denver,CO,80222,247.48,100,No,2,3,0,0,1
Pamela Crandall,3306,830 S Ironton St,Aurora,CO,80012,171.18,105,No,1,7,0,0,1
Christina Handran,3308,223 S Ingalls St,Lakewood,CO,80226,145.49,106,No,1,1,0,0,1
Pamela Rice,3309,12899 E Cedar Ave,Aurora,CO,80012,211.37,105,No,1,8,0,0,1
Edith Davis,3310,15935 E Bethany Pl,Aurora,CO,80013,107.29,104,No,1,6,0,0,1
Rebecca Jones,3311,6005 E Minnesota Dr,Denver,CO,80224,94.26,100,Yes,1,8,0,0,1
Laren Baker,3312,4138 W 32nd Ave,Denver,CO,80212,74.43,107,No,1,3,0,0,1
Candyce Zern,3313,920 Independence St,Lakewood,CO,80215,46.89,106,No,1,1,0,0,1
Iris Simpson,3314,3921 S Ensenada Ct,Aurora,CO,80013,152.82,104,No,1,7,0,0,1
Judith Regensteiner,3317,1619 Ensenada St,Aurora,CO,80011,186.58,105,No,1,2,0,0,1
Tracy Flipse,3319,661 Newton St,Denver,CO,80204,169.72,100,Yes,1,5,0,0,1
Lauren Huston,3321,7654 E Phillips Cir,Centennial,CO,80112,202.77,105,No,3,1,0,0,1
Brandi Langus,3322,5735 E 124th Way,Brighton,CO,80602,173.19,109,Yes,2,6,0,0,1
Elaine Breslin,3324,1935 S Vallejo St,Denver,CO,80223,185.86,101,No,3,1,0,0,1
Jean Peebles,3327,8715 W 91st Pl,Broomfield,CO,80021,172.31,108,No,2,4,0,0,1
Felisa Williamson,3330,126 S Sheridan Blvd,Lakewood,CO,80226,130.74,101,Yes,2,3,0,0,1
Ya Lui,3334,1999 S Dahlia St,Denver,CO,80222,274.3,100,No,1,8,0,0,1
Mary Finamore,3335,631 S Gaylord St,Denver,CO,80209,150.89,100,No,1,2,0,0,1
Joan Ladd,21,3490 S Bellaire St,Denver,CO,80222,1030.92,100,No,12,4,0,1,0
Karissa Norte,48,2722 S Truckee St,Aurora,CO,80013,468.64,104,No,5,8,0,1,0
Dawn Crosswhite,61,5769 S Hannibal Way,Centennial,CO,80015,965.77,105,No,6,4,0,1,0
Stacey Blicker,64,8467 Dover Ct,Arvada,CO,80005,444.52,106,No,4,1,0,1,0
Norma Goodell,67,6668 S Cherry Way,Centennial,CO,80121,1006.69,105,No,5,1,0,1,0
Juliana Osborne,68,605 S Alton Way,Denver,CO,80247,1763.13,100,No,10,3,0,1,0
Rosemary Breiner,84,4765 S Washington St,Englewood,CO,80113,934.0,105,No,7,1,0,1,0
P Patton,95,12241 W Quinn Dr,Morrison,CO,80465,337.05,106,No,4,3,0,1,0
Kathrine Weissner,97,2301 Moline St,Aurora,CO,80010,1034.3,100,No,5,5,0,1,0
Trisha Bontz,102,6561 Welch Ct,Arvada,CO,80004,1359.61,103,No,15,5,0,1,0
Sharon Wilson,126,14866 E Alabama Pl,Aurora,CO,80012,146.48,105,No,2,7,0,1,0
Sue Watt,169,1510 S Granby St,Aurora,CO,80012,969.13,105,No,6,5,0,1,0
Marci Thomas,177,2758 S Richfield St,Aurora,CO,80013,618.84,105,No,6,6,0,1,0
Aileen Daproza,178,2166 S Galapago St,Denver,CO,80223,819.32,106,No,6,8,0,1,0
Frances Gabaldon,270,862 S Chambers Rd,Aurora,CO,80017,984.13,105,No,5,4,0,1,0
